id_x,sat_em_g,mr (emu/g),coer_oe,Synthesis
829,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
830,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
831,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
832,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
833,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
834,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
835,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
836,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
837,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
838,13811.0,,174.68,"In this sturdy, we did not use a seed layer to grow the nanorods. Instead, the Al-doped ZnO powder were prepared directly from aqueous solutions of zinc nitrate (Zn (NO3)2ï¿½6H2O),ï¿½aluminumï¿½nitrate Al (NO3)3ï¿½and NaOH as precursors. The reagents were dissolved in distilled water at room-temperature. The zinc solutions were mixed with various amounts of aluminum nitrate to get the chemical formula Zn1?xAlxO. The value ofï¿½xï¿½ranged from 0 to 10ï¿½at% in increments of 1.0ï¿½at%. Then NaOH was added under continuous stirring until the pH of mixed solution was adjusted to 10. The resulting solutions were then separately placed in a Teflon-lined autoclave for different time durations. The hydrothermal growth was done in an oven heated to 180 ï¿½C with a 20 hours synthesis time. As the concentrations of the dissolved Zn2+ and Al2+ ions and (OH)? ions reached the critical super saturation value of ZnO, the three ions would begin to precipitate as a wurtzite structure nanoparticle.  The autoclave was then removed from the oven and allowed to cool down in air (at room-temperature). The nanostructure deposits were washed several times with distilled water and dried in an oven at 110 ï¿½C. After the reaction was completed, the precipitates were collected, washed with deionized water before becoming the final products after they were dried at 100 ï¿½C for 5 hours."
839,18787.0,,166.69,"In this sturdy, we did not use a seed layer to grow the nanorods. Instead, the Al-doped ZnO powder were prepared directly from aqueous solutions of zinc nitrate (Zn (NO3)2ï¿½6H2O),ï¿½aluminumï¿½nitrate Al (NO3)3ï¿½and NaOH as precursors. The reagents were dissolved in distilled water at room-temperature. The zinc solutions were mixed with various amounts of aluminum nitrate to get the chemical formula Zn1?xAlxO. The value ofï¿½xï¿½ranged from 0 to 10ï¿½at% in increments of 1.0ï¿½at%. Then NaOH was added under continuous stirring until the pH of mixed solution was adjusted to 10. The resulting solutions were then separately placed in a Teflon-lined autoclave for different time durations. The hydrothermal growth was done in an oven heated to 180 ï¿½C with a 20 hours synthesis time. As the concentrations of the dissolved Zn2+ and Al2+ ions and (OH)? ions reached the critical super saturation value of ZnO, the three ions would begin to precipitate as a wurtzite structure nanoparticle.  The autoclave was then removed from the oven and allowed to cool down in air (at room-temperature). The nanostructure deposits were washed several times with distilled water and dried in an oven at 110 ï¿½C. After the reaction was completed, the precipitates were collected, washed with deionized water before becoming the final products after they were dried at 100 ï¿½C for 5 hours."
